FileName," ""Abstract""",Predicted Summary
S0010448514000062," ""In architecture kinetic structures enable buildings to react specifically to internal and external stimuli through spatial adjustments . These mechanical devices come in all shapes and sizes and are traditionally conceptualized as uniform and compatible modules . Typically these systems gain their adjustability by connecting rigid elements with highly strained hinges . Though this construction principle may be generally beneficial for architectural applications that increasingly demand custom made solutions it has some major drawbacks . Adaptation to irregular geometries for example can only be achieved with additional mechanical complexity which makes these devices often very expensive prone to failure and maintenance intensive . Searching for a promising alternative to the still persisting paradigm of rigid body mechanics the authors found inspiration in flexible and elastic plant movements . In this paper they will showcase how today s computational modeling and simulation techniques can help to reveal motion principles in plants and to integrate the underlying mechanisms in flexible kinetic structures . By using three case studies the authors will present key motion principles and discuss their scaling distortion and optimization . Finally the acquired knowledge on bio inspired kinetic structures will be applied to a representative application in architecture in this case as flexible shading devices for double curved facades .""","Finally the acquired knowledge on bio inspired kinetic structures will be applied to a representative application in architecture in this case as flexible shading devices for double curved facades."""
S0010448513001589," ""Polycube mapping can provide regular and global parametric representations for general solid models. Automatically constructing effective polycube domains however is challenging. We present an algorithm for polycube construction and volumetric parameterization. The algorithm has three steps pre deformation polycube construction and optimization and mapping computation. Compared with existing polycube mapping methods our algorithm can robustly generate desirable polycube domain shape and low distortion volumetric parameterization. It can be used for automatic high quality hexahedral mesh generation.""",Compared with existing polycube mapping methods our algorithm can robustly generate desirable polycube domain shape and low distortion volumetric parameterization.
S0010448513000651," ""The problem of fitting spline surfaces to triangular mesh models is of importance in computer aided design . Many fitting algorithms have been developed . This paper proposes several novel plug and play components or strategies the use of splines for fitting a curvature guided strategy faithful re parameterization and initial spline knot re placement which can be used to enhance fitting algorithms . We also present an adaptive spline fitting algorithm integrating these components and strategies . Extensive experiments have been conducted to demonstrate these components . Our fitting algorithm can generate spline surfaces that well respect the geometrical features of input mesh models and have a more compact representation .""",This paper proposes several novel plug and play components or strategies the use of splines for fitting a curvature guided strategy faithful re parameterization and initial spline knot re placement which can be used to enhance fitting algorithms.
S0010448513001577," ""We present a method for isogeometric analysis on the triangulation of a domain bounded by NURBS curves . In this method both the geometry and the physical field are represented by bivariate splines in Bernstein B zier form over the triangulation . We describe a set of procedures to construct a parametric domain and its triangulation from a given physical domain construct smooth basis functions over the domain and establish a rational Triangular B zier Spline based geometric mapping that smoothly maps the parametric domain to the physical domain and exactly recovers the NURBS boundaries at the domain boundary . As a result this approach can achieve automated meshing of objects with complex topologies and allow highly localized refinement . Isogeometric analysis of problems from linear elasticity and advection diffusion analysis is demonstrated .""",We describe a set of procedures to construct a parametric domain and its triangulation from a given physical domain construct smooth basis functions over the domain and establish a rational Triangular B zier Spline based geometric mapping that smoothly maps the parametric domain to the physical domain and exactly recovers the NURBS boundaries at the domain boundary.
S0010448513001449," ""In order to solve the problem that low automatic degree to the block assembly process design will negatively influence construction cycle time and construction quality in shipbuilding this paper presents a newly developed determination system of assembly units for the hull structure . Firstly the assembly information model of a hull block which includes the part information and the linkage information between parts is proposed following the structural features and assembly process of the hull structure . Secondly the assembly relation matrix is established on the basis of the fuzzy assessment rule and then the fuzzy clustering method to analyze partition of assembly units is given out . Thirdly through analyzing the assembly ability of hull structures the set of evaluating indexes is founded whose weights are decided by an analytic hierarchy process . Meanwhile the model for the assessment is provided by fuzzy synthetic evaluation and the comprehensive assessment values of assembly partition schemes can be computed to judge the final optimization scheme . A block assembly is taken as an example to verify the proposed method and the results show that it is an effective method for solving the partition problem of hull structures . 0.8 0.694 1.0 0.723 0.8 0.704 0.6 0.354 0.4 0.066 0.2 0.694 0.723 0.704 0.354 0.066 0.7279""",Firstly the assembly information model of a hull block which includes the part information and the linkage information between parts is proposed following the structural features and assembly process of the hull structure.
S0010448513000675," ""The paper presents an integrated and therefore novel approach of tool path generation and simulation for milling in the field of dental technology . Both the geometry of the dental implants and the characteristics of the cutter machine and raw material have an immediate influence on the stability of the milling process and the quality of the result . Regarding this issue the paper focuses on the construction of tool path segments on a triangulated surface using an isoparametric and isogeodesic approach . The segments are subsequently chained and simulated in order to provide an optimized tool path in terms of path length and feed rate . The simulation particularly evaluates a tool load to guide feed rate selection and the distance error of the machined surface . Implicit representations of surfaces and solids by means of level sets are applied where appropriate in order to increase robustness and universality of tool path construction .""",Regarding this issue the paper focuses on the construction of tool path segments on a triangulated surface using an isoparametric and isogeodesic approach.
S0010448513001863," ""In mechanical assembly planning research many intelligent methods have already been reported over the past two decades . However those methods mainly focus on the optimal assembly solution search while another important problem the generation of solution space has received little attention . This paper proposes a new methodology for the assembly planning problem . On the basis of a disassembly information model which has been developed to represent all theoretical assembly disassembly sequences two decoupled problems generating the solution space and searching for the best result are integrated into one computation framework . In this framework using an ant colony optimization algorithm the solution space of disassembly plans can be generated synchronously during the search process for best solutions . Finally the new method s validity is verified by a case study .""",On the basis of a disassembly information model which has been developed to represent all theoretical assembly disassembly sequences two decoupled problems generating the solution space and searching for the best result are integrated into one computation framework.
S0010448513001486," ""Estimating principal curvatures and principal directions of a smooth surface represented by a triangular mesh is an important step in many CAD or graphics related tasks. This paper presents a new method for curvature tensor estimation on a triangular mesh by replacing flat triangles with triangular parametric patches. An improved local interpolation scheme of cubic triangular B zier patches to vertices and vertex normals of triangle meshes is developed. Piecewise parametric surfaces that have continuity across boundary curves of adjacent patches and continuity at the joint vertices are obtained by the interpolation scheme. A closed form expression of Taubin integral a symmetric matrix in integral formulation is derived based on the piecewise parametric surfaces. Principal curvatures and principal directions are then computed from the Taubin integral. The proposed method does not need to parameterize data points or solve a linear system which is usually required by other surface fitting methods. Compared to several state of the art curvature estimation methods the proposed method can generate more accurate results for general surface meshes. The experiments have demonstrated its accuracy robustness and effectiveness.""",This paper presents a new method for curvature tensor estimation on a triangular mesh by replacing flat triangles with triangular parametric patches.
S0010448513001292," ""In brain computer interfaces the user mental constrains and the cognitive workload involved are frequently overlooked . These factors are aggravated by neuromuscular dysfunction collateral complications and side effects of medication in motor impaired people . We therefore proposed to develop a simulated living environment platform that was tailored to severely paralyzed people and also allowed the progressive user system adaptation through increasingly demanding scenarios . This platform consisted of a synchronous motor imagery based BCI system an everyday assistive computer program and a virtual dwelling place . The SLEP was tested in 11 healthy users where the user system adaptation was evaluated according to the BCI accuracy for classifying the user control tasks . The user heart rate was also incorporated in the evaluation in order to verify the progressiveness of such adaptation . The results of this study showed that user performance tended to increase from the least to the most challenging scenario in learning situations . The results also showed that nine of the eleven users controlled the BCI system in cue driven mode completing over half of the tasks . Two of the eleven users controlled the BCI system in target driven mode completing two tasks . Taken together these results suggest that the progressive adaptation in BCI systems can enhance the performance the persistence and the confidence of the users even when they are immersed in simulated daily living situations .""",The results also showed that nine of the eleven users controlled the BCI system in cue driven mode completing over half of the tasks.
S0010448513001528," ""The progressive and iterative approximation method is an efficient and intuitive method for data fitting . However in the classical PIA method the number of the control points is equal to that of the data points . It is not feasible when the number of data points is very large . In this paper we develop a new progressive and iterative approximation for least square fitting . LSPIA constructs a series of fitting curves by adjusting the control points iteratively and the limit curve is the least square fitting result to the given data points . In each iteration the difference vector for each control point is a weighted sum of some difference vectors between the data points and their corresponding points on the fitting curve . Moreover we present a simple method to compute the practical weight whose corresponding convergence rate is comparable to that of the theoretical best weight . The advantages of LSPIA are two fold . First with LSPIA a very large data set can be fitted efficiently and robustly . Second in the incremental data fitting procedure with LSPIA a new round of iterations can be started from the fitting result of the last round of iterations thus saving great amount of computation . Lots of empirical examples illustrated in this paper show the efficiency and effectiveness of LSPIA .""",LSPIA constructs a series of fitting curves by adjusting the control points iteratively and the limit curve is the least square fitting result to the given data points.
S0010448513001279," ""A novel tissue scaffold design technique has been proposed with controllable heterogeneous architecture design suitable for additive manufacturing processes . The proposed layer based design uses a bi layer pattern of radial and spiral layers consecutively to generate functionally gradient porosity which follows the geometry of the scaffold . The proposed approach constructs the medial region from the medial axis of each corresponding layer which represents the geometric internal feature or the spine . The radial layers of the scaffold are then generated by connecting the boundaries of the medial region and the layer s outer contour . To avoid the twisting of the internal channels reorientation and relaxation techniques are introduced to establish the point matching of ruling lines . An optimization algorithm is developed to construct sub regions from these ruling lines . Gradient porosity is changed between the medial region and the layer s outer contour . Iso porosity regions are determined by dividing the sub regions peripherally into pore cells and consecutive iso porosity curves are generated using the iso points from those pore cells . The combination of consecutive layers generates the pore cells with desired pore sizes . To ensure the fabrication of the designed scaffolds the generated contours are optimized for a continuous interconnected and smooth deposition path planning . A continuous zig zag pattern deposition path crossing through the medial region is used for the initial layer and a biarc fitted iso porosity curve is generated for the consecutive layer with continuity . The proposed methodologies can generate the structure with gradient variational or constant porosity that can provide localized control of variational porosity along the scaffold architecture . The designed porous structures can be fabricated using additive manufacturing processes . th contour curve represented with the parameter Unit normal vector on curve at a parametric location Offset distance Upper widths for the biologically allowable pore size for cells in growth Lower widths for the biologically allowable pore size for cells in growth Width of the medial region Medial boundary of th contour curve represented with the parameter Range of parameter for th contour curve Range of parameter for th medial boundary Set of points generated on the external contour curve Set of points generated on the medial boundary curve Number of points generated on with equal cord length sections Number of points generated on with equal cord length sections Counterpart point set for on Counterpart point set for on th point on external contour curve th point on medial boundary curve Set of ruling lines Total number of ruling lines generated Normal direction at point location on external contour curve Normal direction at point location on medial boundary curve Area between and Set of segments which is defined by the area between two adjacent ruling line Area of th segment Lower width of th segment Upper width of th segment Set of sub region channels Area of th sub region Lower width of th sub region Upper width of th sub region.""",Iso porosity regions are determined by dividing the sub regions peripherally into pore cells and consecutive iso porosity curves are generated using the iso points from those pore cells. A continuous zig zag pattern deposition path crossing through the medial region is used for the initial layer and a biarc fitted iso porosity curve is generated for the consecutive layer with continuity. th contour curve represented with the parameter Unit normal vector on curve at a parametric location Offset distance Upper widths for the biologically allowable pore size for cells in growth Lower widths for the biologically allowable pore size for cells in growth Width of the medial region Medial boundary of th contour curve represented with the parameter Range of parameter for th contour curve Range of parameter for th medial boundary Set of points generated on the external contour curve Set of points generated on the medial boundary curve Number of points generated on with equal cord length sections Number of points generated on with equal cord length sections Counterpart point set for on Counterpart point set for on th point on external contour curve th point on medial boundary curve Set of ruling lines Total number of ruling lines generated Normal direction at point location on external contour curve Normal direction at point location on medial boundary curve Area between and Set of segments which is defined by the area between two
S0010448513000535," ""Common Design Structure Discovery is to identify local structures shared by multiple models . Nowadays it is mainly restricted to part models . Extending it to assembly models can produce a significant value for assembly design reuse . However current descriptions of assembly models usually capture topological information qualitatively considering little geometric information and thus are not suitable for CDSD in assembly models . To counter this problem this paper proposes a generic face adjacency graph which is extended from the face adjacency graph for B Rep part model description . GFAG can transform abstract relationships in assembly models into measurable entities by introducing a concept of mating face pair thus facilitating a more quantitative and consistent description of parts and relationships in assembly models . Corresponding to geometric faces and edges in a part model GFAG treats parts and relationships in an assembly model as generic faces and generic edges respectively . To make GFAG have a higher discrimination capability a node in GFAG captures the geometric information of a part together with its mating parts by shape parameters and also quantitatively incorporates a relationship between parts by shape parameters of an MFP . By doing so GFAG can take more geometric information together with topological information into account quantitatively and thus can be mapped into a 2D coordinate system for easy validation . We also extend a discovery algorithm to validate the feasibility of GFAG for CDSDA and the results demonstrate the expected effectiveness .""",GFAG can transform abstract relationships in assembly models into measurable entities by introducing a concept of mating face pair thus facilitating a more quantitative and consistent description of parts and relationships in assembly models.
S0010448513001267," ""In this paper the time optimal feedrate planning problem under confined feedrate axis velocity axis acceleration axis jerk and axis tracking error for a high order CNC servo system is studied . The problem is useful in that the full ability of the CNC machine is used to enhance the machining productivity while keeping the machining precision under a given level . However the problem is computationally challenging . The main contribution of this paper is to approximate the problem nicely by a finite state convex optimization problem which can be solved efficiently . The method consists of two key ingredients . First a relationship between the tracking error and the input signal in a high order CNC servo system is established . As a consequence the tracking error constraint is reduced to a constraint on the kinematic quantities . Second a novel method is introduced to relax the nonlinear constraints on kinematic quantities to linear ones . Experimental results are used to validate the proposed method .""","""In this paper the time optimal feedrate planning problem under confined feedrate axis velocity axis acceleration axis jerk and axis tracking error for a high order CNC servo system is studied."
S0010448514000049," ""In this paper a robust algorithm is proposed for reconstructing 2D curve from unorganized point data with a high level of noise and outliers . By constructing the quadtree of the input point data we extract the grid like boundaries of the quadtree and smooth the boundaries using a modified Laplacian method . The skeleton of the smoothed boundaries is computed and thereby the initial curve is generated by circular neighboring projection . Subsequently a normal based processing method is applied to the initial curve to smooth jagged features at low curvatures areas and recover sharp features at high curvature areas . As a result the curve is reconstructed accurately with small details and sharp features well preserved . A variety of experimental results demonstrate the effectiveness and robustness of our method .""",Subsequently a normal based processing method is applied to the initial curve to smooth jagged features at low curvatures areas and recover sharp features at high curvature areas.
S0010448514000438," ""In this paper the authors present research into autonomously responsive architectural systems that adapt to environmental changes using hygroscopic material properties . Instead of using superimposed layers of singular purpose mechanisms for sensing actuation control and power in the form of high tech electronic equipment as is emblematic for current approaches to climate responsiveness in architecture the presented research follows an integrative no tech strategy that can be considered to follow biological rather than mechanical principles . In nature plants employ different systems to respond to environmental changes . One particularly promising way is hygroscopic actuation as it allows for metabolically independent movement and thus provides an interesting model for autonomous passive and materially embedded responsiveness . The paper presents a comprehensive overview of the parameters variables and syntactic elements that enable the development of such meteorosensitive architectural systems based on the biomimetic transfer of the hygroscopic actuation of plant cones . It provides a summary of five years of research by the authors on architectural systems which utilize the hygroscopic qualities of wooden veneer as a naturally produced constituent within weather responsive composite systems which is presented through an extensive analysis of research samples prototypes at various scales and two comprehensive case studies of full scale constructions . With the increased reliance and interdependence of computation through our everyday life our environments are becoming progressively more cognisant . Through embedded sensory more and more data about our environment is continuously exchanged processed stored and distributed to seamlessly adapt and respond to our actions and signals . In architecture responsiveness has been of particular interest when dealing with climatic adaptation . Although this has progressively moved towards adapting ever more distributed and localized mechanisms to affect and respond to climatic conditions this research moves the investigations further into the possibility of directly embedding sensing control and actuation within the material itself that is the material as a machine . The presented work directly engages in environmental mediation and the morphological implications of such material embedded capacity while exploring the deviceful potential of biomimetic constructional effectiveness . Within this context two subsets of applications within the field of architecture are of particular interest for this discussion opening roofs for semi interior spaces such as sports stadiums and adaptive facades for fully enclosed buildings . Adaptive facades try to achieve responsiveness through rather localized permeability control while most convertible roofs employ the movement of larger building components . Both systems usually possess a high degree of mechanical complexity and require at least one external energy source a series of actuators and sensors as well as a logical control unit . Examples have been implemented as adaptive textile building envelopes with global adaptation and local adaptation adaptive pneumatic envelope constructions or adaptive tensegrity envelopes . Such complex electromechanical systems have the disadvantage that they are complex to build and difficult to maintain and tend to frequently mal function . Material embedded actuation provides a new perspective to these challenges as it intrinsically engages weather.""",It provides a summary of five years of research by the authors on architectural systems which utilize the hygroscopic qualities of wooden veneer as a naturally produced constituent within weather responsive composite systems which is presented through an extensive analysis of research samples prototypes at various scales and two comprehensive case studies of full scale constructions. Although this has progressively moved towards adapting ever more distributed and localized mechanisms to affect and respond to climatic conditions this research moves to these investigations further into the possibility of directly embedding sensing control and actuation within the material itself that is the material as a machine.
S0010448513001048," ""The main roadblock that has limited the usage of subdivision surfaces in computer aided design systems is the lack of quality and precision that a model must achieve for being suitable in the engineering and manufacturing phases of design . The second roadblock concerns the integration into the modeling workflows that for engineering purposes means providing a precise and controlled way of defining and editing models possibly composed of different geometric representations . This paper documents the experience in the context of a European project whose goal was the integration of subdivision surfaces in a CAD system . To this aim a new CAD system paradigm with an extensible geometric kernel is introduced where any new shape description can be integrated through the two successive steps of parameterization and evaluation and a hybrid boundary representation is used to easily model different kinds of shapes . In this way the newly introduced geometric description automatically inherits any pre existing CAD tools and it can interact in a natural way with the other geometric representations supported by the CAD system . To overcome the irregular behavior of subdivision surfaces in the neighborhood of extraordinary points we locally modify the limit surface of the subdivision scheme so as to tune the analytic properties without affecting its geometric shape . Such a correction is inspired by the polynomial blending approach in Levin and Zorin which we extend in some aspects and generalize to multipatch surfaces evaluable at arbitrary parameter values . Some modeling examples will demonstrate the benefits of the proposed integration and some tests will confirm the effectiveness of the proposed local correction patching method .""",In this way the newly introduced geometric description automatically inherits any pre existing CAD tools and it can interact in a natural way with the other geometric representations supported by the CAD system.
S0010448513002388," ""This paper presents a study of chocolate s structurally unusual material properties and a parametric design to construction approach for an architectural chocolate pavilion . Chocolate s rheological properties suggested exploration of four structural typologies a pneumatic form an inverted branching form a saddle form and an inverted hanging cloth form . Material tests revealed a compressive strength weight ratio 24 times smaller than standard concrete . To use unreinforced chocolate this restriction dictated a form with minimal bending an inverted hanging shell with voids . An integrated form finding void optimization and mold layout process was employed to minimize self weight . Pre casting planar pieces allowed for best control of material quality but added further design constraints . Prototypes demonstrated how the parametric workflow allows design exploration driven by adjustable material constraints further integrating design and construction into an interdependent process .""","Prototypes demonstrated how the parametric workflow allows design exploration driven by adjustable material constraints further integrating design and construction into an interdependent process."""
S0010448514000086," ""For milling an arbitrary surface several models exist in which the tool must be moved close and away from the workpiece with its consequential problems caused by the contact between the tool and the mechanized material. One of these problems is the undesirable mechanizing marks on the surface which can be avoided with the use of tangential tool paths causing another disadvantage the additional time consumption. Spiral tool paths eliminate these problems and allow for continuous machining of the part without approach or withdrawal. Deterministic models for obtaining the tool positions referred to the part need to apply complex mathematical operations. For this reason the idea of using non deterministic techniques with a controlled tolerance margin allows to avoid those mathematical and geometrical operations. It also makes possible to reduce the processing times with no loss of dimensional quality and a good superficial finishing which was confirmed with a coordinate measuring machine and with confocal microscopy respectively. Finally the effectiveness of the described method was assessed comparing its results with the performance of three of the most relevant CAM software commercially available. The obtained results are shown at the end of this paper.""",Deterministic models for obtaining the tool positions referred to the part need to apply complex mathematical operations.
S0010448514000311," ""Real time physics simulation has been extensively used in computer games but its potential has yet to be fully realized in design and education . We present an interactive 3D physics engine with a wide variety of applications . In common with traditional FEM the use of a local element stiffness matrix is retained . However unlike typical non linear FEM routines elements forces moments and inertia are appropriately lumped at nodes following the dynamic relaxation method . A semi implicit time integration scheme updates linear and angular momentum and subsequently the local coordinate frames of the nodes . A co rotational approach is used to compute the resultant field of displacements in global coordinates including the effect of large deformations . The results obtained compare well against established commercial software . We demonstrate that the method presented allows the making of interactive structural models that can be used in teaching to develop an intuitive understanding of structural behaviour . We also show that the same interactive physics framework allows real time optimization that can be used for geometric and structural design applications .""","We also show that the same interactive physics framework allows real time optimization that can be used for geometric and structural design applications."""
S0010448513002522," ""According to the characteristics of the coordinates and phases in 2D CAD engineering graphics difference histograms are constructed . Consequently two reversible watermarking schemes based on difference histogram shifting are put forward . The first scheme HS C implements the integer part of coordinate values to construct the adjacent difference histogram and hides messages in the peak and zero point pairs . The scheme can achieve high capacity and good invisibility in the graphics with high correlated coordinates . Instead of coordinates the second scheme HS P adopts the integer part of the phase value as the cover data and the watermark is embedded by shifting and modifying the difference histogram of the phase . It is robust against translation rotation and even scaling . Experimental results show that both schemes are strictly reversible . The proposed schemes have great potential to be applied for content authentication or secret communication of 2D CAD engineering graphics .""",Instead of coordinates the second scheme HS P adopts the integer part of the phase value as the cover data and the watermark is embedded by shifting and modifying the difference histogram of the phase.
S0010448514000104," ""Path oriented computer controlled manufacturing systems work by moving a tool along a path in order to affect a workpiece . A common approach to the construction of a surface covering path is to take a finite family of offset curves of a given seed curve with increasing offsets . This results in a set of quasi parallel curves . The offset is chosen so that a tool moving along the curves has the desired impact at every surface point . In cases where the region of influence of a tool is different across the surface an offset value necessary in one region may lead to a curve offset lower than required in other regions . The paper presents a general method of offset curve construction with tool adaptive offsets . The offset path is obtained as a family of iso curves of an anisotropic distance function of a seed curve on the workpiece surface . Anisotropy is defined by a metric tensor field on the surface . An application independent algorithmic framework of the method for workpiece surfaces represented by a triangular mesh is presented . Its usefulness is demonstrated on the problem of varying cusp heights for milling and for spray coating of surfaces with a spray gun moved by an industrial robot .""",A common approach to the construction of a surface covering path is to take a finite family of offset curves of a given seed curve with increasing offsets.
S0010448513001590," ""In order to robustly perform segmentation for industrial design objects measured by a 3 D scanning device we propose a new method for high quality vertex clustering on a noisy mesh . Using Student mixture model with the variational Bayes approximation we develop a vertex clustering algorithm in the 9 D space composed of three kinds of principal curvature measures along with vertex position and normal component . The normal component is added because it well describes the surface features and is less influenced by noise and the positional component suppresses redundant clusters due to the normal one . Furthermore in order to enhance the robustness for noisy data considering mesh topology as a spatial constraint and letting the vertices in its surroundings belong to the same cluster by diffusion process we protect generating many small fragments due to noise . We demonstrate effectiveness of our method by applying it to the real world scanned data .""","""In order to robustly perform segmentation for industrial design objects measured by a 3 D scanning device we propose a new method for high quality vertex clustering on a noisy mesh."
S0010448513000699," ""Percutaneous heart valve replacement is currently limited to the replacement of pulmonary and aortic valves in a targeted group of patients . Designing a heart valve for mitral valve replacement is further limited by its distinctive anatomical feature which places a constraint on its range of design options . To overcome such limitations the objectives of this study were to use computational modeling and simulation to design a new nitinol based mitral valve stent and evaluate its crimpability and fatigue behavior . A self expandable stent with new features that could address the issues of valve migration and paravalvular leaks was generated using the CAD based conceptual modeling . Its expansion crimpability deployment patterns and fatigue behavior were simulated and analyzed . Our simulations incorporated cyclic cardiac muscle loading cyclic blood pressure loading as well as cyclic valve leaflet forces in the fatigue life assessment for mitral valves . Our results showed that the stent model passed the fatigue test under the aforementioned loading conditions . Our model provides a simple fast and cost effective tool to quantitatively determine the fatigue resistance of stent components . This is of great value to the design of new prosthetic heart valve models as well as to surgeons involved in valve replacement .""",To overcome such limitations the objectives of this study were to use computational modeling and simulation to design a new nitinol based mitral valve stent and evaluate its crimpability and fatigue behavior.
S0010448513002029," ""In this paper we propose a strategy for generating consistent hierarchical meshes which allow local refinement and offer a way to obtain spline basis functions with highest order smoothness incrementally . We describe the required ordering of line segments during refinement and the construction of spline basis functions . We give our strategy for generating consistent hierarchical meshes over any shape of a two dimensional domain .""","""In this paper we propose a strategy for generating consistent hierarchical meshes which allow local refinement and offer a way to obtain spline basis functions with highest order smoothness incrementally."
S0010448513001735," ""For a common class of 2D mechanisms called 1 dof tree decomposable linkages the following fundamental problems have remained open How to canonically represent the connected components in the Euclidean realization space . How to efficiently find two realizations representing the shortest distance between two connected components . How to classify and efficiently find all the connected components and the path of continuous motion between two realizations in the same connected component with or without restricting the realization type . For a subclass of 1 dof tree decomposable linkages that includes many commonly studied 1 dof linkages we solve these problems by representing a connected component of the Euclidean realization space as a curve in a carefully chosen Cayley parameter space and proving that the representation is bijective . We also show that the above set of Cayley parameters is canonical for all generic linkages with the same underlying graph and can be found efficiently . We add an implementation of these theoretical and algorithmic results into the new software CayMos and give the first complete analysis visualization and new observations about the realization spaces of many commonly studied 1 dof linkages such as the amusing and well known Strandbeest Cardioid Limacon and other linkages .""",For a subclass of 1 dof tree decomposable linkages that includes many commonly studied 1 dof linkages we solve these problems by representing a connected component of the Euclidean realization space as a curve in a carefully chosen Cayley parameter space and proving that the representation is bijective.
S0010448513001784," ""In this paper we present a simple definition for and a method to find cavities and protrusions of a 2D polygon . Using these we fit conformal polygons with each other which is similar to a jigsaw puzzle and in a general case is NP hard to solve . We first build a hierarchy of cavities and protrusions for each polygon and use this hierarchy to check for matches between these geometric features of two polygons . This data structure allows for early rejection of mismatches and thus speeds up the fitting process . We show using many examples that most of the common configurations in exact polygon fitting can be handled by this algorithm in polynomial time . In case of exact yet non unique matches this algorithm will solve the problem in exponential time .""",We show using many examples that most of the common configurations in exact polygon fitting can be handled by this algorithm in polynomial time.
S0010448513001425," ""Designing products effectively and efficiently is of great significance . However currently part models are usually created without knowing how they will interact with other parts leading to gaps between part modeling and assembly modeling and between other applications and to tedious and redundant labor . This paper proposes a novel product modeling framework to address the problems . The framework is different from current product modeling systems from two aspects . On the architecture level a new module based on a concept of interaction feature pair is developed . An IFP incorporates information of interaction type related feature pairs and behavioral information that fulfill the interactions . The new module can model the structure of IFPs mathematically through operators and functions defined in a space spanned from six basic IFPs . It can also utilize the constituent elements of an IFP as state variables to form behavior models for the IFP . On the process level the IFP based framework can support both bottom up and top down approaches and integrate part modeling and assembly modeling together by changing the workflows . Concretely IFPs will be embedded into part models at part modeling stage to make them pre interact with each other and at assembly modeling stage parts will be assembled by instantiating the embedded IFPs instead of specifying mating constraints thus reducing the tedious and redundant labor . Incorporating knowledge of different domains IFPs can also be developed to integrate more applications together . The implementation of the framework is demonstrated through a prototype system .""",Concretely IFPs will be embedded into part models at part modeling stage to make them pre interact with each other and at assembly modeling stage parts will be assembled by instantiating the embedded IFPs instead of specifying mating constraints thus reducing the tedious and redundant labor.
S0010448513001632," ""Surface subdivision gains popularity in surface design owing to its flexible applications for geometry with complicated topology and simple computational scheme and the geometric partial differential equation method is an advanced technology for constructing high quality smooth surfaces . In this paper we composite these two ingredients to form a unified method for freeform surface design . We choose the mean curvature flow and Willmore flow as our driven GPDEs and the finite element method coupled with a hybrid Loop and Catmull Clark subdivision algorithm as the numerical simulation method . This research presents a novel technique to evaluate the finite element basis functions and the first attempt for constructing the GPDE subdivision surface with hybrid control meshes consisting of triangles and quadrilaterals . Numerical experiments show that the construction method is efficient and robust yielding high quality hybrid subdivision surfaces .""","""Surface subdivision gains popularity in surface design owing to its flexible applications for geometry with complicated topology and simple computational scheme and the geometric partial differential equation method is an advanced technology for constructing high quality smooth surfaces."
S0010448513001437," ""In this work a new hole patching method is proposed to repair the damaged or ill scanned three dimensional objects in real engineering applications . Our method differentiates from other related algorithms mainly on the following three aspects . Firstly our algorithm sufficiently utilizes the point information around the considered hole for each prediction by constructing point correspondences on both sides of the boundary curve of the hole secondly the missing points in the hole region are predicted by the algorithm of differential evolution which is used to obtain the topological and geometrical structures of the mesh in the hole region thirdly operations of mesh optimization are adopted for improving the quality of the obtained triangulation mesh . Numerical results on kinds of holes with complex shape and large curvature and a comparison with two recently proposed algorithms verify the effectiveness of the algorithm further experiments on the noisy data points illustrate the robustness of the algorithm against noise .""","Numerical results on kinds of holes with complex shape and large curvature and a comparison with two recently proposed algorithms verify the effectiveness of the algorithm further experiments on the noisy data points illustrate the robustness of the algorithm against noise."""
S0010448513001541," ""We introduce and study a new implicit representation of rational B zier curves and surfaces in the 3 dimensional space . Given such a curve or surface this representation consists of a matrix whose entries depend on the space variables and whose rank drops exactly on this curve or surface . Our approach can be seen as an extension of the moving lines implicitization method introduced by Sederberg from non singular matrices to the more general context of singular matrices . In the first part of this paper we describe the construction of these new implicit matrix representations and their main geometric properties in particular their ability to solve efficiently the inversion problem . The second part of this paper aims to show that these implicitization matrices adapt geometric problems such as intersection problems to the powerful tools of numerical linear algebra in particular to one of the most important the singular value decomposition . So from the singular values of a given implicit matrix representation we introduce a real evaluation function . We show that the variation of this function is qualitatively comparable to the Euclidean distance function . As an interesting consequence we obtain a new determinantal formula for implicitizing a rational space curve or surface over the field of real numbers . Then we show that implicit matrix representations can be used with numerical computations in particular there is no need for symbolic computations to use them . We give some rigorous results explaining the numerical stability that we have observed in our experiments . We end the paper with a short illustration on ray tracing of parameterized surfaces .""",The second part of this paper aims to show that these implicitization matrices adapt geometric problems such as intersection problems to the powerful tools of numerical linear algebra in particular to one of the most important the singular value decomposition.
S0010448514000256," ""The best known isotropic membrane stress state is a soap film . However if we allow the value of the isotropic stress to vary from point to point then the surface can carry gravity loads either as a hanging form in tension or as a masonry shell in compression . The paper describes the theory of isotropic membrane stress under gravity load and introduces a particle method for its numerical simulation for the form finding of shell structures .""","The paper describes the theory of isotropic membrane stress under gravity load and introduces a particle method for its numerical simulation for the form finding of shell structures."""
